name,parent,material_design,mass_estimate_g,uncertainty_fraction,method,volume_mm3,center_mm,watertight,measured,material_verified_by_procurement
S288_head_roll_DISC_-1,AXIS_head_roll,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.28174572225333,"[-35.000991802835145, 1.9655155856912405e-06, 229.78122031022568]",True,False,False
S288_head_roll_DISC_1,AXIS_head_roll,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.28174940024627,"[-12.00099184553516, 6.901015614464747e-06, 229.78121865861306]",True,False,False
S288_head_roll_OUT_1_M2x5_0,AXIS_head_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113556462817824,0.35,Simplified fastener envelope x steel density 7.85,28.17013562142398,"[-8.60464432751918, 2.6250091858481297, 234.3278502344354]",True,False,False
S288_head_roll_OUT_1_M2x5_1,AXIS_head_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113547713879717,0.35,Simplified fastener envelope x steel density 7.85,28.170124476279895,"[-8.604646762008347, 5.250008297413218, 229.78121532830207]",True,False,False
S288_head_roll_OUT_1_M2x5_2,AXIS_head_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113547503288794,0.35,Simplified fastener envelope x steel density 7.85,28.170124208011202,"[-8.604646803398925, 2.625007108789807, 225.23458318321065]",True,False,False
S288_head_roll_OUT_1_M2x5_3,AXIS_head_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211354302409326,0.35,Simplified fastener envelope x steel density 7.85,28.170118502029634,"[-8.604645263832412, -2.6249928378895397, 225.2345840198151]",True,False,False
S288_head_roll_OUT_1_M2x5_4,AXIS_head_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113548614605702,0.35,Simplified fastener envelope x steel density 7.85,28.170125623701534,"[-8.604644018187582, -5.24999194215244, 229.78121817953866]",True,False,False
S288_head_roll_OUT_1_M2x5_5,AXIS_head_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113559704670377,0.35,Simplified fastener envelope x steel density 7.85,28.170139751172456,"[-8.604643195492402, -2.6249905486230074, 234.32785096134253]",True,False,False
S288_head_roll_OUT_1_WASHER_0,AXIS_head_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670973998940016,0.35,Simplified fastener envelope x steel density 7.85,4.544073120884079,"[-7.750991751486445, 2.6250094618310107, 234.32784909663414]",True,False,False
S288_head_roll_OUT_1_WASHER_1,AXIS_head_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567097686577188,0.35,Simplified fastener envelope x steel density 7.85,4.54407348608559,"[-7.750993182500194, 5.250008621013424, 229.7812181487867]",True,False,False
S288_head_roll_OUT_1_WASHER_2,AXIS_head_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035671000126974904,0.35,Simplified fastener envelope x steel density 7.85,4.544076449296166,"[-7.750993230130944, 2.6250073246378283, 225.23458449433582]",True,False,False
S288_head_roll_OUT_1_WASHER_3,AXIS_head_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670988464239634,0.35,Simplified fastener envelope x steel density 7.85,4.544074963597406,"[-7.75099189378678, -2.6249921568600807, 225.23458649764706]",True,False,False
S288_head_roll_OUT_1_WASHER_4,AXIS_head_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567097206074567,0.35,Simplified fastener envelope x steel density 7.85,4.54407287398034,"[-7.750990468811545, -5.249991388677726, 229.78121933856275]",True,False,False
S288_head_roll_OUT_1_WASHER_5,AXIS_head_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670975572440415,0.35,Simplified fastener envelope x steel density 7.85,4.544073321329989,"[-7.750990406862879, -2.6249903206042653, 234.32785146177255]",True,False,False
S288_head_yaw_CASE,BODY_yaw_roll_motion,"OEM S288 mixed assembly; case plus motor, gears, circuit and both disks",19.5,0.05,Official whole-actuator mass,14385.431368662976,"[8.898997993885999, -8.083917603534914, 230.44988713267685]",True,False,False
S288_head_yaw_DIRECT_CASE_-1_0_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211357249605306,0.25,Simplified fastener envelope x steel density 7.85,28.170156045927467,"[0.8989998445804254, -22.49999362270884, 244.17756864068434]",True,,False
S288_head_yaw_DIRECT_CASE_-1_0_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098716714466,0.25,Simplified fastener envelope x steel density 7.85,4.544074798362377,"[0.8989999177877028, -22.49999364022967, 245.03121948258038]",True,,False
S288_head_yaw_DIRECT_CASE_-1_1_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211357186305177,0.25,Simplified fastener envelope x steel density 7.85,28.170155239556397,"[0.8989978786435, 7.500006259258852, 241.1775685651364]",True,,False
S288_head_yaw_DIRECT_CASE_-1_1_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670984822882335,0.25,Simplified fastener envelope x steel density 7.85,4.544074499730233,"[0.8989979295134073, 7.500006271872912, 242.0312194814314]",True,,False
S288_head_yaw_DIRECT_CASE_-1_2_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113571865568152,0.25,Simplified fastener envelope x steel density 7.85,28.17015524276198,"[16.898999810073256, -22.499992706956082, 244.17756839498816]",True,,False
S288_head_yaw_DIRECT_CASE_-1_2_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670987324671444,0.25,Simplified fastener envelope x steel density 7.85,4.5440748184294835,"[16.89900000772279, -22.499992623556796, 245.03121948398632]",True,,False
S288_head_yaw_DIRECT_CASE_-1_3_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113571725781853,0.25,Simplified fastener envelope x steel density 7.85,28.17015506469026,"[16.898997844085784, 7.50000719800338, 241.17756850702244]",True,,False
S288_head_yaw_DIRECT_CASE_-1_3_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670986468713084,0.25,Simplified fastener envelope x steel density 7.85,4.544074709390202,"[16.89899794621676, 7.500007182363308, 242.03121948279292]",True,,False
S288_head_yaw_DISC_-1,AXIS_head_yaw,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2818162416111,"[8.898998315100894, 6.708269258035772e-06, 241.28121948113093]",True,False,False
S288_head_yaw_DISC_1,AXIS_head_yaw,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.281816782119,"[8.898996321273088, 5.8732520921489825e-06, 218.28121948202894]",True,False,False
S288_head_yaw_OUT_1_M2x5_0,AXIS_head_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113572037796625,0.35,Simplified fastener envelope x steel density 7.85,28.170155462161304,"[13.445629229811747, 2.62500597422116, 214.8848704012018]",True,False,False
S288_head_yaw_OUT_1_M2x5_1,AXIS_head_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113571812459284,0.35,Simplified fastener envelope x steel density 7.85,28.170155175107368,"[8.898995727204722, 5.250005746093004, 214.8848704155059]",True,False,False
S288_head_yaw_OUT_1_M2x5_2,AXIS_head_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113571959698153,0.35,Simplified fastener envelope x steel density 7.85,28.170155362672805,"[4.352362466389702, 2.6250054667584424, 214.88487042430828]",True,False,False
S288_head_yaw_OUT_1_M2x5_3,AXIS_head_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113571854595504,0.35,Simplified fastener envelope x steel density 7.85,28.170155228784083,"[4.352362782637746, -2.6249945429956574, 214.88487041692545]",True,False,False
S288_head_yaw_OUT_1_M2x5_4,AXIS_head_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113572013808025,0.35,Simplified fastener envelope x steel density 7.85,28.17015543160258,"[8.898996325584285, -5.249994293656285, 214.884870404733]",True,False,False
S288_head_yaw_OUT_1_M2x5_5,AXIS_head_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211357183672215,0.35,Simplified fastener envelope x steel density 7.85,28.17015520601548,"[13.445629512516899, -2.6249940123060957, 214.88487040545354]",True,False,False
S288_head_yaw_OUT_1_WASHER_0,AXIS_head_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098510249275,0.35,Simplified fastener envelope x steel density 7.85,4.544074535349395,"[13.445629151255195, 2.6250059213374604, 214.03121948427986]",True,False,False
S288_head_yaw_OUT_1_WASHER_1,AXIS_head_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670985999535526,0.35,Simplified fastener envelope x steel density 7.85,4.54407464962236,"[8.898995657247726, 5.250005689388346, 214.03121947998315]",True,False,False
S288_head_yaw_OUT_1_WASHER_2,AXIS_head_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098528601766,0.35,Simplified fastener envelope x steel density 7.85,4.544074558728365,"[4.352362395027191, 2.6250054507249043, 214.0312194829929]",True,False,False
S288_head_yaw_OUT_1_WASHER_3,AXIS_head_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098602290215,0.35,Simplified fastener envelope x steel density 7.85,4.544074652599,"[4.352362702984156, -2.6249945757062987, 214.03121948251274]",True,False,False
S288_head_yaw_OUT_1_WASHER_4,AXIS_head_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098624196976,0.35,Simplified fastener envelope x steel density 7.85,4.544074680505702,"[8.898996264438084, -5.249994321749684, 214.0312194817796]",True,False,False
S288_head_yaw_OUT_1_WASHER_5,AXIS_head_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670985613585254,0.35,Simplified fastener envelope x steel density 7.85,4.54407460045672,"[13.445629466434724, -2.624994094610085, 214.0312194788809]",True,False,False
S288_jaw_CASE,BODY_jaw_soft,"OEM S288 mixed assembly; case plus motor, gears, circuit and both disks",19.5,0.05,Official whole-actuator mass,14385.431524520218,"[17.082912813861096, 24.83134193389426, 232.78126526472707]",True,False,False
S288_jaw_DIRECT_CASE_-1_0_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113564824876555,0.25,Simplified fastener envelope x steel density 7.85,28.170146273728097,"[31.49899039751643, 11.103664607389796, 224.7812648262913]",True,,False
S288_jaw_DIRECT_CASE_-1_0_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670965138545924,0.25,Simplified fastener envelope x steel density 7.85,4.544071992171456,"[31.498990605994848, 10.250011391213476, 224.78126491912167]",True,,False
S288_jaw_DIRECT_CASE_-1_1_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113562128602277,0.25,Simplified fastener envelope x steel density 7.85,28.170142838983793,"[31.49899288669396, 11.10366838093318, 240.78126485919228]",True,,False
S288_jaw_DIRECT_CASE_-1_1_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670966523629964,0.25,Simplified fastener envelope x steel density 7.85,4.5440721686152825,"[31.498993241930616, 10.250014988088532, 240.7812648468907]",True,,False
S288_jaw_DISC_-1,DCTL_Jaw_Hinge,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2817364080542,"[8.998991248245288, 14.000007605002901, 232.78126656399738]",True,False,False
S288_jaw_DISC_1,DCTL_Jaw_Hinge,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2817386531671,"[8.998985012988134, 37.00000765656194, 232.78126400349674]",True,False,False
S288_jaw_OUT_1_M2x5_0,DCTL_Jaw_Hinge,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113547576247486,0.35,Simplified fastener envelope x steel density 7.85,28.170124300952214,"[6.373985237527054, 40.39635423425206, 237.3278958585648]",True,False,False
S288_jaw_OUT_1_M2x5_1,DCTL_Jaw_Hinge,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211354094944586,0.35,Simplified fastener envelope x steel density 7.85,28.170115859166703,"[3.7489845335587275, 40.39635367730414, 232.7812624051454]",True,False,False
S288_jaw_OUT_1_M2x5_2,DCTL_Jaw_Hinge,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211354786952566,0.35,Simplified fastener envelope x steel density 7.85,28.170124674554984,"[6.37398349447488, 40.39635345017145, 228.23462881791588]",True,False,False
S288_jaw_OUT_1_M2x5_3,DCTL_Jaw_Hinge,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113535668571563,0.35,Simplified fastener envelope x steel density 7.85,28.1701091319383,"[11.623983747178768, 40.396353404513825, 228.23462859042291]",True,False,False
S288_jaw_OUT_1_M2x5_4,DCTL_Jaw_Hinge,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113557191979613,0.35,Simplified fastener envelope x steel density 7.85,28.1701365502925,"[14.248984811235157, 40.39635508605923, 232.78126085854294]",True,False,False
S288_jaw_OUT_1_M2x5_5,DCTL_Jaw_Hinge,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113553492907792,0.35,Simplified fastener envelope x steel density 7.85,28.1701318380991,"[11.623984989719334, 40.39635672311347, 237.32789451107072]",True,False,False
S288_jaw_OUT_1_WASHER_0,DCTL_Jaw_Hinge,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567097088454402,0.35,Simplified fastener envelope x steel density 7.85,4.544072724145735,"[6.373985024321387, 41.250007622606994, 237.32789527452113]",True,False,False
S288_jaw_OUT_1_WASHER_1,DCTL_Jaw_Hinge,Steel estimate; exact self-tapping screw grade and supplier not verified,0.0356709756094491,0.35,Simplified fastener envelope x steel density 7.85,4.5440733260444715,"[3.748984132765215, 41.250007083293795, 232.7812642985096]",True,False,False
S288_jaw_OUT_1_WASHER_2,DCTL_Jaw_Hinge,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567099852456906,0.35,Simplified fastener envelope x steel density 7.85,4.544076245168033,"[6.3739833420537835, 41.25000633697414, 228.234630167493]",True,False,False
S288_jaw_OUT_1_WASHER_3,DCTL_Jaw_Hinge,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567099924547898,0.35,Simplified fastener envelope x steel density 7.85,4.544076337003692,"[11.62398350635848, 41.25000763070649, 228.23462800318097]",True,False,False
S288_jaw_OUT_1_WASHER_4,DCTL_Jaw_Hinge,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098894694736,0.35,Simplified fastener envelope x steel density 7.85,4.544075025088836,"[14.248984517788593, 41.2500081742585, 232.78126350605785]",True,False,False
S288_jaw_OUT_1_WASHER_5,DCTL_Jaw_Hinge,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567097769450111,0.35,Simplified fastener envelope x steel density 7.85,4.5440735916561925,"[11.623985154313205, 41.25000893054701, 237.3278956247093]",True,False,False
S288_left_ankle_16x22x4_BEARING,BODY_leg,Steel estimate; hardware grade not verified,5.606779941836319,0.35,CAD volume x assumed solid density; not sliced or weighed,714.2394830364738,"[-64.9838422698121, 27.348233404956282, 25.22629120024733]",True,False,False
S288_left_ankle_CASE,BODY_leg,"OEM S288 mixed assembly; case plus motor, gears, circuit and both disks",19.5,0.05,Official whole-actuator mass,14385.43240554314,"[-68.52177734123585, 43.45396519991968, 31.11360096935239]",True,False,False
S288_left_ankle_DIRECT_CASE_-1_0_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113548713211909,0.25,Simplified fastener envelope x steel density 7.85,28.170125749314536,"[-67.63781991146075, 31.21340580332997, 48.7107528298099]",True,,False
S288_left_ankle_DIRECT_CASE_-1_0_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098721342562,0.25,Simplified fastener envelope x steel density 7.85,4.544074804258041,"[-67.63781981675646, 30.363000452824714, 48.78515385327018]",True,,False
S288_left_ankle_DIRECT_CASE_-1_1_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113550427328876,0.25,Simplified fastener envelope x steel density 7.85,28.17012793290303,"[-82.02414359940867, 30.603105437964206, 41.73499224164915]",True,,False
S288_left_ankle_DIRECT_CASE_-1_1_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670976521520896,0.25,Simplified fastener envelope x steel density 7.85,4.544073442231962,"[-82.02414362063973, 29.752700463392582, 41.80939380083453]",True,,False
S288_left_ankle_DISC_-1,CTRL_left_ankle,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2818420738017,"[-64.9838462092273, 32.03034497805487, 24.816654078419432]",True,False,False
S288_left_ankle_DISC_1,CTRL_left_ankle,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2818433596526,"[-64.98384318842345, 54.94282240666155, 22.8120650362881]",True,False,False
S288_left_ankle_OUT_-1_M2x5_0,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113552086412208,0.35,Simplified fastener envelope x steel density 7.85,28.17013004638498,"[-67.92309832483828, 28.267786384334084, 20.779127167016824]",True,False,False
S288_left_ankle_OUT_-1_M2x5_1,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113547260948294,0.35,Simplified fastener envelope x steel density 7.85,28.17012389929719,"[-62.68618213680917, 28.23550120857225, 20.410116171479554]",True,False,False
S288_left_ankle_OUT_-1_M2x5_2,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113547239584516,0.35,Simplified fastener envelope x steel density 7.85,28.17012387208219,"[-59.746930693777415, 28.61463793284903, 24.743655049697526]",True,False,False
S288_left_ankle_OUT_-1_M2x5_3,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113549658579484,0.35,Simplified fastener envelope x steel density 7.85,28.170126953604438,"[-62.044595479058664, 29.026059509586275, 29.446204775867542]",True,False,False
S288_left_ankle_OUT_-1_M2x5_4,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.221135494802865,0.35,Simplified fastener envelope x steel density 7.85,28.170126726479623,"[-67.28151174357731, 29.058344530344232, 29.81521581312803]",True,False,False
S288_left_ankle_OUT_-1_M2x5_5,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211355023486285,0.35,Simplified fastener envelope x steel density 7.85,28.17012768772338,"[-70.22076297707459, 28.67920780575377, 25.481676862602228]",True,False,False
S288_left_ankle_OUT_-1_WASHER_0,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567096644482264,0.35,Simplified fastener envelope x steel density 7.85,4.544072158576133,"[-67.92309826816648, 27.417381363515023, 20.853527654376553]",True,False,False
S288_left_ankle_OUT_-1_WASHER_1,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035671005716151526,0.35,Simplified fastener envelope x steel density 7.85,4.544077161293188,"[-62.68618236761247, 27.385096200198824, 20.484516803460135]",True,False,False
S288_left_ankle_OUT_-1_WASHER_2,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670956699537876,0.35,Simplified fastener envelope x steel density 7.85,4.544070917138583,"[-59.74693044340716, 27.764232679107646, 24.818056162813974]",True,False,False
S288_left_ankle_OUT_-1_WASHER_3,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567100787147425,0.35,Simplified fastener envelope x steel density 7.85,4.544077435856593,"[-62.044595660734174, 28.175654128121568, 29.520605702621054]",True,False,False
S288_left_ankle_OUT_-1_WASHER_4,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567097381781299,0.35,Simplified fastener envelope x steel density 7.85,4.544073097810572,"[-67.28151200099258, 28.207939355552394, 29.889616141122474]",True,False,False
S288_left_ankle_OUT_-1_WASHER_5,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035671006482999736,0.35,Simplified fastener envelope x steel density 7.85,4.544077258980859,"[-70.22076285337091, 27.82880284420491, 25.556077581688506]",True,False,False
S288_left_ankle_OUT_1_M2x5_0,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113550790820727,0.35,Simplified fastener envelope x steel density 7.85,28.170128395949973,"[-67.9230939774076, 57.94710806101468, 18.182514587147725]",True,False,False
S288_left_ankle_OUT_1_M2x5_1,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113550335559248,0.35,Simplified fastener envelope x steel density 7.85,28.17012781599904,"[-62.68617790085123, 57.91482293688507, 17.81350344150361]",True,False,False
S288_left_ankle_OUT_1_M2x5_2,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113551076285162,0.35,Simplified fastener envelope x steel density 7.85,28.170128759598935,"[-59.74692651174284, 58.29395972536289, 22.147042492926087]",True,False,False
S288_left_ankle_OUT_1_M2x5_3,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113553428970906,0.35,Simplified fastener envelope x steel density 7.85,28.170131756650836,"[-62.044591331539685, 58.70538110063802, 26.84959204837679]",True,False,False
S288_left_ankle_OUT_1_M2x5_4,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211354757101167,0.35,Simplified fastener envelope x steel density 7.85,28.170124294282385,"[-67.28150724349427, 58.737666266045345, 27.218603203136595]",True,False,False
S288_left_ankle_OUT_1_M2x5_5,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113548313364023,0.35,Simplified fastener envelope x steel density 7.85,28.17012523995417,"[-70.2207589665167, 58.358529526632616, 22.88506416828001]",True,False,False
S288_left_ankle_OUT_1_WASHER_0,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567099059395088,0.35,Simplified fastener envelope x steel density 7.85,4.544075234898202,"[-67.9230939383387, 58.797513100429775, 18.1081128972614]",True,False,False
S288_left_ankle_OUT_1_WASHER_1,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098720814571,0.35,Simplified fastener envelope x steel density 7.85,4.544074803585441,"[-62.686177802364604, 58.76522812629125, 17.739102777449062]",True,False,False
S288_left_ankle_OUT_1_WASHER_2,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098205581385,0.35,Simplified fastener envelope x steel density 7.85,4.544074147237434,"[-59.74692653808218, 59.14436434443881, 22.072641188963292]",True,False,False
S288_left_ankle_OUT_1_WASHER_3,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670993939788495,0.35,Simplified fastener envelope x steel density 7.85,4.544075661119554,"[-62.0445912082622, 59.55578605929869, 26.775191245192666]",True,False,False
S288_left_ankle_OUT_1_WASHER_4,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098679764403,0.35,Simplified fastener envelope x steel density 7.85,4.544074751292233,"[-67.28150729495604, 59.58807107729251, 27.14420158344839]",True,False,False
S288_left_ankle_OUT_1_WASHER_5,CTRL_left_ankle,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098569071366,0.35,Simplified fastener envelope x steel density 7.85,4.544074610281996,"[-70.22075893303354, 59.20893475239367, 22.810663062653827]",True,False,False
S288_left_hip_pitch_CASE,BODY_upper_leg_left,"OEM S288 mixed assembly; case plus motor, gears, circuit and both disks",19.5,0.05,Official whole-actuator mass,14385.433592082998,"[-68.2510598025491, 55.21194525455868, 92.79519001575821]",True,False,False
S288_left_hip_pitch_DIRECT_CASE_1_0_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113556579315857,0.25,Simplified fastener envelope x steel density 7.85,28.17013576982912,"[-77.6451823149838, 42.01196974992459, 80.34934786173415]",True,,False
S288_left_hip_pitch_DIRECT_CASE_1_0_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567099892305168,0.25,Simplified fastener envelope x steel density 7.85,4.54407629593015,"[-77.64518172364498, 41.16156441166655, 80.42374959803715]",True,,False
S288_left_hip_pitch_DIRECT_CASE_1_1_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211355034194205,0.25,Simplified fastener envelope x steel density 7.85,28.170127824130002,"[-50.73601493780927, 43.16788739164995, 93.56148576150294]",True,,False
S288_left_hip_pitch_DIRECT_CASE_1_1_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567099641344734,0.25,Simplified fastener envelope x steel density 7.85,4.54407597623533,"[-50.73601488712083, 42.3174825837474, 93.63588746327181]",True,,False
S288_left_hip_pitch_DIRECT_CASE_1_2_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113550490248274,0.25,Simplified fastener envelope x steel density 7.85,28.17012801305513,"[-84.71857260543607, 43.26279071387403, 94.64629362808576]",True,,False
S288_left_hip_pitch_DIRECT_CASE_1_2_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035671020121949615,0.25,Simplified fastener envelope x steel density 7.85,4.544078996426703,"[-84.71857241350952, 42.41238592885102, 94.72069452072957]",True,,False
S288_left_hip_pitch_DIRECT_CASE_1_3_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211354963511843,0.25,Simplified fastener envelope x steel density 7.85,28.170126923717746,"[-57.80940571594637, 44.418709386742535, 107.85843155562104]",True,,False
S288_left_hip_pitch_DIRECT_CASE_1_3_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567101671574447,0.25,Simplified fastener envelope x steel density 7.85,4.544078562515219,"[-57.809405916931475, 43.568303957017996, 107.93283203302555]",True,,False
S288_left_hip_pitch_DISC_-1,AXIS_left_hip_pitch,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2819331684109,"[-61.00000581576554, 66.31353987498136, 95.41137398244727]",True,False,False
S288_left_hip_pitch_DISC_1,AXIS_left_hip_pitch,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2818523536724,"[-61.00000206865533, 43.40106002662603, 97.41595833874962]",True,False,False
S288_left_hip_pitch_OUT_1_M2x5_0,AXIS_left_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211355429642586,0.35,Simplified fastener envelope x steel density 7.85,28.170132861688995,"[-60.65545653593314, 40.47421887558762, 102.93071726603218]",True,False,False
S288_left_hip_pitch_OUT_1_M2x5_1,AXIS_left_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113548680172623,0.35,Simplified fastener envelope x steel density 7.85,28.170125707226273,"[-56.29089717863693, 40.219922912462955, 100.02409359489806]",True,False,False
S288_left_hip_pitch_OUT_1_M2x5_2,AXIS_left_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113546664729164,0.35,Simplified fastener envelope x steel density 7.85,28.170123139782376,"[-56.63544214590389, 39.7633406917218, 94.80534620166479]",True,False,False
S288_left_hip_pitch_OUT_1_M2x5_3,AXIS_left_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113558506761208,0.35,Simplified fastener envelope x steel density 7.85,28.170138225173517,"[-61.34454671018181, 39.56105574740231, 92.49322208325133]",True,False,False
S288_left_hip_pitch_OUT_1_M2x5_4,AXIS_left_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113550428552212,0.35,Simplified fastener envelope x steel density 7.85,28.170127934461416,"[-65.70910596318313, 39.81535161483742, 95.39984554038226]",True,False,False
S288_left_hip_pitch_OUT_1_M2x5_5,AXIS_left_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113551199177595,0.35,Simplified fastener envelope x steel density 7.85,28.170128916149803,"[-65.3645604560497, 40.271933195528035, 100.61859307430281]",True,False,False
