fastener,mount_part,interface,nominal_CAD_insertion_mm,oem_hole_depth_limit_mm,actual_screw_SKU_pitch_tip_drive_verified,case_depth_verified,seat_fraction,note
S288_right_hip_roll_OUT_1_M2x5_1,hip_l__066,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999977,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_hip_roll_OUT_1_M2x5_2,hip_l__066,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000022,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_hip_roll_OUT_1_M2x5_3,hip_l__066,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000004,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_hip_roll_OUT_1_M2x5_4,hip_l__066,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999991,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_hip_roll_OUT_1_M2x5_5,hip_l__066,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999986,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_knee_OUT_1_M2x5_0,leg__075,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000009,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_knee_OUT_1_M2x5_1,leg__075,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999983,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_knee_OUT_1_M2x5_2,leg__075,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999986,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_knee_OUT_1_M2x5_3,leg__075,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999981,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_knee_OUT_1_M2x5_4,leg__075,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999998,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_knee_OUT_1_M2x5_5,leg__075,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.000000000000004,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_hip_pitch_OUT_1_M2x5_0,hip_l__066,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000013,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_hip_pitch_OUT_1_M2x5_1,hip_l__066,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.000000000000004,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_hip_pitch_OUT_1_M2x5_2,hip_l__066,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999986,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_hip_pitch_OUT_1_M2x5_3,hip_l__066,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999981,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_hip_pitch_OUT_1_M2x5_4,hip_l__066,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000029,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_hip_pitch_OUT_1_M2x5_5,hip_l__066,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000042,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_ankle_OUT_-1_M2x5_0,ankle_right__077,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_ankle_OUT_-1_M2x5_1,ankle_right__077,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000018,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_ankle_OUT_-1_M2x5_2,ankle_right__077,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999991,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_ankle_OUT_-1_M2x5_3,ankle_right__077,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999998,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_ankle_OUT_-1_M2x5_4,ankle_right__077,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999993,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_ankle_OUT_-1_M2x5_5,ankle_right__077,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000029,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_ankle_OUT_1_M2x5_0,ankle_right__077,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999937,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_ankle_OUT_1_M2x5_1,ankle_right__077,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999939,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_ankle_OUT_1_M2x5_2,ankle_right__077,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999964,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_ankle_OUT_1_M2x5_3,ankle_right__077,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999967,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_ankle_OUT_1_M2x5_4,ankle_right__077,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000016,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_right_ankle_OUT_1_M2x5_5,ankle_right__077,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000007,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_neck_pitch_OUT_-1_M2x5_0,Rex_Chassis_Spine,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999991,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_neck_pitch_OUT_-1_M2x5_1,Rex_Chassis_Spine,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000004,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_neck_pitch_OUT_-1_M2x5_2,Rex_Chassis_Spine,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999996,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_neck_pitch_OUT_-1_M2x5_3,Rex_Chassis_Spine,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999989,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_neck_pitch_OUT_-1_M2x5_4,Rex_Chassis_Spine,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.000000000000002,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_neck_pitch_OUT_-1_M2x5_5,Rex_Chassis_Spine,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999998,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_neck_pitch_OUT_1_M2x5_0,Rex_Chassis_Spine,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000027,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_neck_pitch_OUT_1_M2x5_1,Rex_Chassis_Spine,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000002,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_neck_pitch_OUT_1_M2x5_2,Rex_Chassis_Spine,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000013,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_neck_pitch_OUT_1_M2x5_3,Rex_Chassis_Spine,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999983,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_neck_pitch_OUT_1_M2x5_4,Rex_Chassis_Spine,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000007,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_neck_pitch_OUT_1_M2x5_5,Rex_Chassis_Spine,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000009,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_jaw_OUT_1_M2x5_0,Rex_Jaw_Shell,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000004,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_jaw_OUT_1_M2x5_1,Rex_Jaw_Shell,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999993,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_jaw_OUT_1_M2x5_2,Rex_Jaw_Shell,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000004,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_jaw_OUT_1_M2x5_3,Rex_Jaw_Shell,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999974,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_jaw_OUT_1_M2x5_4,Rex_Jaw_Shell,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000013,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_jaw_OUT_1_M2x5_5,Rex_Jaw_Shell,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.999999999999997,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_arm_L_OUT_1_M2x5_0,Rex_Arm_L,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.000000000000003,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_arm_L_OUT_1_M2x5_1,Rex_Arm_L,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999989,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_arm_L_OUT_1_M2x5_2,Rex_Arm_L,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_arm_L_OUT_1_M2x5_3,Rex_Arm_L,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999996,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_arm_L_OUT_1_M2x5_4,Rex_Arm_L,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999974,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_arm_L_OUT_1_M2x5_5,Rex_Arm_L,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000016,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_arm_R_OUT_1_M2x5_0,Rex_Arm_R,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999989,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_arm_R_OUT_1_M2x5_1,Rex_Arm_R,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999983,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_arm_R_OUT_1_M2x5_2,Rex_Arm_R,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000029,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_arm_R_OUT_1_M2x5_3,Rex_Arm_R,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000029,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_arm_R_OUT_1_M2x5_4,Rex_Arm_R,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999974,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_arm_R_OUT_1_M2x5_5,Rex_Arm_R,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999986,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_tail_yaw_OUT_1_M2x5_0,Rex_Yaw_Pitch_Cradle,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.999999999999996,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_tail_yaw_OUT_1_M2x5_1,Rex_Yaw_Pitch_Cradle,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999932,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_tail_yaw_OUT_1_M2x5_2,Rex_Yaw_Pitch_Cradle,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999916,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_tail_yaw_OUT_1_M2x5_3,Rex_Yaw_Pitch_Cradle,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999913,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_tail_yaw_OUT_1_M2x5_4,Rex_Yaw_Pitch_Cradle,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999953,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_tail_yaw_OUT_1_M2x5_5,Rex_Yaw_Pitch_Cradle,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999993,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_tail_pitch_OUT_-1_M2x5_0,Rex_Rigid_Balance_Tail,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000004,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_tail_pitch_OUT_-1_M2x5_1,Rex_Rigid_Balance_Tail,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999996,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_tail_pitch_OUT_-1_M2x5_2,Rex_Rigid_Balance_Tail,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000004,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_tail_pitch_OUT_-1_M2x5_3,Rex_Rigid_Balance_Tail,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000002,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_tail_pitch_OUT_-1_M2x5_4,Rex_Rigid_Balance_Tail,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999996,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_tail_pitch_OUT_-1_M2x5_5,Rex_Rigid_Balance_Tail,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999993,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_tail_pitch_OUT_1_M2x5_0,Rex_Rigid_Balance_Tail,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000013,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_tail_pitch_OUT_1_M2x5_1,Rex_Rigid_Balance_Tail,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000002,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_tail_pitch_OUT_1_M2x5_2,Rex_Rigid_Balance_Tail,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000009,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_tail_pitch_OUT_1_M2x5_3,Rex_Rigid_Balance_Tail,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000004,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_tail_pitch_OUT_1_M2x5_4,Rex_Rigid_Balance_Tail,S288_OUTPUT_SELF_TAPPING,2,3,False,False,0.9999999999999998,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
S288_tail_pitch_OUT_1_M2x5_5,Rex_Rigid_Balance_Tail,S288_OUTPUT_SELF_TAPPING,2,3,False,False,1.0000000000000002,OEM M2 self-tapping; envelope only; not procurement or manufacturing release
"JMP_CRADLE_MOUNT_NUT_(-48, -1)",Rex_Chassis_Spine,M25_MACHINE_SCREW_HEX_NUT_POCKET,,,False,False,,Below-entry anti-rotation pocket; before upper modules; hold nut during assembly; no snap retention demonstrated
"JMP_CRADLE_MOUNT_NUT_(-48, 1)",Rex_Chassis_Spine,M25_MACHINE_SCREW_HEX_NUT_POCKET,,,False,False,,Below-entry anti-rotation pocket; before upper modules; hold nut during assembly; no snap retention demonstrated
"JMP_CRADLE_MOUNT_NUT_(-74, -1)",Rex_Chassis_Spine,M25_MACHINE_SCREW_HEX_NUT_POCKET,,,False,False,,Below-entry anti-rotation pocket; before upper modules; hold nut during assembly; no snap retention demonstrated
"JMP_CRADLE_MOUNT_NUT_(-74, 1)",Rex_Chassis_Spine,M25_MACHINE_SCREW_HEX_NUT_POCKET,,,False,False,,Below-entry anti-rotation pocket; before upper modules; hold nut during assembly; no snap retention demonstrated
MID_CARRIER_NUT_0,Rex_Chassis_Spine,M25_MACHINE_SCREW_HEX_NUT_POCKET,,,False,False,,Below-entry anti-rotation pocket; before upper modules; hold nut during assembly; no snap retention demonstrated
MID_CARRIER_NUT_1,Rex_Chassis_Spine,M25_MACHINE_SCREW_HEX_NUT_POCKET,,,False,False,,Below-entry anti-rotation pocket; before upper modules; hold nut during assembly; no snap retention demonstrated
MID_CARRIER_NUT_2,Rex_Chassis_Spine,M25_MACHINE_SCREW_HEX_NUT_POCKET,,,False,False,,Below-entry anti-rotation pocket; before upper modules; hold nut during assembly; no snap retention demonstrated
MID_CARRIER_NUT_3,Rex_Chassis_Spine,M25_MACHINE_SCREW_HEX_NUT_POCKET,,,False,False,,Below-entry anti-rotation pocket; before upper modules; hold nut during assembly; no snap retention demonstrated
JY61P_HEAD_M2x6_-1,JY61P_HEAD_EDGE_CLIP_-1,M2_MACHINE_BOLT_SEPARATE_HEX_NUT,1.6,,False,False,1.0,"Through hole2.2mm; screw underhead length6mm; nutAF3.5 x1.6mm; bottom-open pocketAF3.776; nut roof contact; tip protrusion0.4mm. PCB edge clamp, NOT PCB drilled mounting hole. Envelope only; hardware and torque unverified."
JY61P_HEAD_M2x6_1,JY61P_HEAD_EDGE_CLIP_1,M2_MACHINE_BOLT_SEPARATE_HEX_NUT,1.6,,False,False,1.0,"Through hole2.2mm; screw underhead length6mm; nutAF3.5 x1.6mm; bottom-open pocketAF3.776; nut roof contact; tip protrusion0.4mm. PCB edge clamp, NOT PCB drilled mounting hole. Envelope only; hardware and torque unverified."
